C-TUM_ICD10_3ST-0,C-BERJ-0,C-BUNDESLAND-0,C-KRE_GESCHLECHT-0,F-KRE
TUM_ICD10_3ST-C83,BERJ-1996,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C83,BERJ-1996,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C83,BERJ-1997,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C83,BERJ-1997,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C83,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C83,BERJ-1998,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C83,BERJ-1999,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C83,BERJ-1999,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C83,BERJ-2000,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C83,BERJ-2000,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C83,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C83,BERJ-2001,BUNDESLAND-8,GESCHLECHT-2,5
TUM_ICD10_3ST-C83,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C83,BERJ-2002,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C83,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C83,BERJ-2003,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C83,BERJ-2004,BUNDESLAND-8,GESCHLECHT-1,11
TUM_ICD10_3ST-C83,BERJ-2004,BUNDESLAND-8,GESCHLECHT-2,12
TUM_ICD10_3ST-C83,BERJ-2005,BUNDESLAND-8,GESCHLECHT-1,13
TUM_ICD10_3ST-C83,BERJ-2005,BUNDESLAND-8,GESCHLECHT-2,10
TUM_ICD10_3ST-C83,BERJ-2006,BUNDESLAND-8,GESCHLECHT-1,16
TUM_ICD10_3ST-C83,BERJ-2006,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C83,BERJ-2007,BUNDESLAND-8,GESCHLECHT-1,17
TUM_ICD10_3ST-C83,BERJ-2007,BUNDESLAND-8,GESCHLECHT-2,16
TUM_ICD10_3ST-C83,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,10
TUM_ICD10_3ST-C83,BERJ-2008,BUNDESLAND-8,GESCHLECHT-2,15
TUM_ICD10_3ST-C83,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,21
TUM_ICD10_3ST-C83,BERJ-2009,BUNDESLAND-8,GESCHLECHT-2,12
TUM_ICD10_3ST-C83,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,17
TUM_ICD10_3ST-C83,BERJ-2010,BUNDESLAND-8,GESCHLECHT-2,15
TUM_ICD10_3ST-C83,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,15
TUM_ICD10_3ST-C83,BERJ-2011,BUNDESLAND-8,GESCHLECHT-2,12
TUM_ICD10_3ST-C83,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,16
TUM_ICD10_3ST-C83,BERJ-2012,BUNDESLAND-8,GESCHLECHT-2,12
TUM_ICD10_3ST-C83,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,20
TUM_ICD10_3ST-C83,BERJ-2013,BUNDESLAND-8,GESCHLECHT-2,22
TUM_ICD10_3ST-C83,BERJ-2014,BUNDESLAND-8,GESCHLECHT-1,24
TUM_ICD10_3ST-C83,BERJ-2014,BUNDESLAND-8,GESCHLECHT-2,19
TUM_ICD10_3ST-C83,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,17
TUM_ICD10_3ST-C83,BERJ-2015,BUNDESLAND-8,GESCHLECHT-2,12
TUM_ICD10_3ST-C83,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,25
TUM_ICD10_3ST-C83,BERJ-2016,BUNDESLAND-8,GESCHLECHT-2,21
TUM_ICD10_3ST-C83,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,26
TUM_ICD10_3ST-C83,BERJ-2017,BUNDESLAND-8,GESCHLECHT-2,19
TUM_ICD10_3ST-C83,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,20
TUM_ICD10_3ST-C83,BERJ-2018,BUNDESLAND-8,GESCHLECHT-2,16
TUM_ICD10_3ST-C83,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,22
TUM_ICD10_3ST-C83,BERJ-2019,BUNDESLAND-8,GESCHLECHT-2,15
TUM_ICD10_3ST-C83,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,21
TUM_ICD10_3ST-C83,BERJ-2020,BUNDESLAND-8,GESCHLECHT-2,13
TUM_ICD10_3ST-C83,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,24
TUM_ICD10_3ST-C83,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,15
TUM_ICD10_3ST-C83,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,19
TUM_ICD10_3ST-C83,BERJ-2022,BUNDESLAND-8,GESCHLECHT-2,16
TUM_ICD10_3ST-C84,BERJ-1985,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C84,BERJ-1989,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C84,BERJ-1989,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-1990,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C84,BERJ-1991,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-1992,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-1993,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-1994,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C84,BERJ-1994,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-1996,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-1997,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-1999,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C84,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C84,BERJ-2001,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C84,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C84,BERJ-2003,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-2004,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C84,BERJ-2004,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C84,BERJ-2005,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C84,BERJ-2005,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C84,BERJ-2006,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C84,BERJ-2007,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C84,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C84,BERJ-2008,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C84,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C84,BERJ-2009,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C84,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C84,BERJ-2011,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C84,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C84,BERJ-2013,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C84,BERJ-2014,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C84,BERJ-2014,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C84,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C84,BERJ-2015,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C84,BERJ-2016,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C84,BERJ-2017,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C84,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C84,BERJ-2018,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C84,BERJ-2019,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C84,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C84,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C84,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C84,BERJ-2022,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C85,BERJ-1983,BUNDESLAND-8,GESCHLECHT-1,9
TUM_ICD10_3ST-C85,BERJ-1983,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C85,BERJ-1984,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C85,BERJ-1984,BUNDESLAND-8,GESCHLECHT-2,7
TUM_ICD10_3ST-C85,BERJ-1985,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C85,BERJ-1985,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C85,BERJ-1986,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C85,BERJ-1986,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C85,BERJ-1987,BUNDESLAND-8,GESCHLECHT-1,11
TUM_ICD10_3ST-C85,BERJ-1987,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C85,BERJ-1988,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C85,BERJ-1988,BUNDESLAND-8,GESCHLECHT-2,15
TUM_ICD10_3ST-C85,BERJ-1989,BUNDESLAND-8,GESCHLECHT-1,14
TUM_ICD10_3ST-C85,BERJ-1989,BUNDESLAND-8,GESCHLECHT-2,17
TUM_ICD10_3ST-C85,BERJ-1990,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C85,BERJ-1990,BUNDESLAND-8,GESCHLECHT-2,7
TUM_ICD10_3ST-C85,BERJ-1991,BUNDESLAND-8,GESCHLECHT-1,10
TUM_ICD10_3ST-C85,BERJ-1991,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C85,BERJ-1992,BUNDESLAND-8,GESCHLECHT-1,12
TUM_ICD10_3ST-C85,BERJ-1992,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C85,BERJ-1993,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C85,BERJ-1993,BUNDESLAND-8,GESCHLECHT-2,11
TUM_ICD10_3ST-C85,BERJ-1994,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C85,BERJ-1994,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C85,BERJ-1995,BUNDESLAND-8,GESCHLECHT-1,12
TUM_ICD10_3ST-C85,BERJ-1995,BUNDESLAND-8,GESCHLECHT-2,13
TUM_ICD10_3ST-C85,BERJ-1996,BUNDESLAND-8,GESCHLECHT-1,16
TUM_ICD10_3ST-C85,BERJ-1996,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C85,BERJ-1997,BUNDESLAND-8,GESCHLECHT-1,12
TUM_ICD10_3ST-C85,BERJ-1997,BUNDESLAND-8,GESCHLECHT-2,11
TUM_ICD10_3ST-C85,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,9
TUM_ICD10_3ST-C85,BERJ-1998,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C85,BERJ-1999,BUNDESLAND-8,GESCHLECHT-1,19
TUM_ICD10_3ST-C85,BERJ-1999,BUNDESLAND-8,GESCHLECHT-2,13
TUM_ICD10_3ST-C85,BERJ-2000,BUNDESLAND-8,GESCHLECHT-1,14
TUM_ICD10_3ST-C85,BERJ-2000,BUNDESLAND-8,GESCHLECHT-2,11
TUM_ICD10_3ST-C85,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C85,BERJ-2001,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C85,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,11
TUM_ICD10_3ST-C85,BERJ-2002,BUNDESLAND-8,GESCHLECHT-2,8
TUM_ICD10_3ST-C85,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,9
TUM_ICD10_3ST-C85,BERJ-2003,BUNDESLAND-8,GESCHLECHT-2,13
TUM_ICD10_3ST-C85,BERJ-2004,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C85,BERJ-2004,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C85,BERJ-2005,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C85,BERJ-2005,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C85,BERJ-2006,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C85,BERJ-2006,BUNDESLAND-8,GESCHLECHT-2,8
TUM_ICD10_3ST-C85,BERJ-2007,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C85,BERJ-2007,BUNDESLAND-8,GESCHLECHT-2,5
TUM_ICD10_3ST-C85,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C85,BERJ-2008,BUNDESLAND-8,GESCHLECHT-2,10
TUM_ICD10_3ST-C85,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C85,BERJ-2009,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C85,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C85,BERJ-2010,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C85,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C85,BERJ-2011,BUNDESLAND-8,GESCHLECHT-2,5
TUM_ICD10_3ST-C85,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C85,BERJ-2012,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C85,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C85,BERJ-2013,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C85,BERJ-2014,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C85,BERJ-2014,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C85,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C85,BERJ-2015,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C85,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C85,BERJ-2016,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C85,BERJ-2017,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C85,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C85,BERJ-2018,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C85,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C85,BERJ-2019,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C85,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C85,BERJ-2020,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C85,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,6
TUM_ICD10_3ST-C85,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C85,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C85,BERJ-2022,BUNDESLAND-8,GESCHLECHT-2,5
TUM_ICD10_3ST-C86,BERJ-1999,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C86,BERJ-2002,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C86,BERJ-2004,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C86,BERJ-2005,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C86,BERJ-2006,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C86,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C86,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C86,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C86,BERJ-2010,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C86,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C86,BERJ-2012,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C86,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C86,BERJ-2013,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C86,BERJ-2014,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C86,BERJ-2015,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C86,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C86,BERJ-2016,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C86,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C86,BERJ-2017,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C86,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C86,BERJ-2020,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C86,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C86,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C86,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C88,BERJ-1995,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C88,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C88,BERJ-1999,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C88,BERJ-1999,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C88,BERJ-2000,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C88,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,1
TUM_ICD10_3ST-C88,BERJ-2001,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C88,BERJ-2002,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C88,BERJ-2003,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C88,BERJ-2003,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C88,BERJ-2004,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C88,BERJ-2005,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C88,BERJ-2005,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C88,BERJ-2006,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C88,BERJ-2006,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C88,BERJ-2007,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C88,BERJ-2007,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C88,BERJ-2008,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C88,BERJ-2008,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C88,BERJ-2009,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C88,BERJ-2010,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C88,BERJ-2010,BUNDESLAND-8,GESCHLECHT-2,5
TUM_ICD10_3ST-C88,BERJ-2011,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C88,BERJ-2011,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C88,BERJ-2012,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C88,BERJ-2012,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C88,BERJ-2013,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C88,BERJ-2013,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C88,BERJ-2014,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C88,BERJ-2014,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C88,BERJ-2015,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C88,BERJ-2015,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C88,BERJ-2016,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C88,BERJ-2016,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C88,BERJ-2017,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C88,BERJ-2017,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C88,BERJ-2018,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C88,BERJ-2018,BUNDESLAND-8,GESCHLECHT-2,2
TUM_ICD10_3ST-C88,BERJ-2019,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C88,BERJ-2019,BUNDESLAND-8,GESCHLECHT-2,1
TUM_ICD10_3ST-C88,BERJ-2020,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C88,BERJ-2020,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C88,BERJ-2021,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C88,BERJ-2021,BUNDESLAND-8,GESCHLECHT-2,7
TUM_ICD10_3ST-C88,BERJ-2022,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C88,BERJ-2022,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C90,BERJ-1983,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C90,BERJ-1983,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C90,BERJ-1984,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C90,BERJ-1984,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C90,BERJ-1985,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C90,BERJ-1985,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C90,BERJ-1986,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C90,BERJ-1986,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C90,BERJ-1987,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C90,BERJ-1987,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C90,BERJ-1988,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C90,BERJ-1988,BUNDESLAND-8,GESCHLECHT-2,4
TUM_ICD10_3ST-C90,BERJ-1989,BUNDESLAND-8,GESCHLECHT-1,2
TUM_ICD10_3ST-C90,BERJ-1989,BUNDESLAND-8,GESCHLECHT-2,8
TUM_ICD10_3ST-C90,BERJ-1990,BUNDESLAND-8,GESCHLECHT-1,7
TUM_ICD10_3ST-C90,BERJ-1990,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C90,BERJ-1991,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C90,BERJ-1991,BUNDESLAND-8,GESCHLECHT-2,8
TUM_ICD10_3ST-C90,BERJ-1992,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C90,BERJ-1992,BUNDESLAND-8,GESCHLECHT-2,7
TUM_ICD10_3ST-C90,BERJ-1993,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C90,BERJ-1993,BUNDESLAND-8,GESCHLECHT-2,5
TUM_ICD10_3ST-C90,BERJ-1994,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C90,BERJ-1994,BUNDESLAND-8,GESCHLECHT-2,11
TUM_ICD10_3ST-C90,BERJ-1995,BUNDESLAND-8,GESCHLECHT-1,4
TUM_ICD10_3ST-C90,BERJ-1995,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C90,BERJ-1996,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C90,BERJ-1996,BUNDESLAND-8,GESCHLECHT-2,9
TUM_ICD10_3ST-C90,BERJ-1997,BUNDESLAND-8,GESCHLECHT-1,5
TUM_ICD10_3ST-C90,BERJ-1997,BUNDESLAND-8,GESCHLECHT-2,12
TUM_ICD10_3ST-C90,BERJ-1998,BUNDESLAND-8,GESCHLECHT-1,8
TUM_ICD10_3ST-C90,BERJ-1998,BUNDESLAND-8,GESCHLECHT-2,6
TUM_ICD10_3ST-C90,BERJ-1999,BUNDESLAND-8,GESCHLECHT-1,10
TUM_ICD10_3ST-C90,BERJ-1999,BUNDESLAND-8,GESCHLECHT-2,7
TUM_ICD10_3ST-C90,BERJ-2000,BUNDESLAND-8,GESCHLECHT-1,3
TUM_ICD10_3ST-C90,BERJ-2000,BUNDESLAND-8,GESCHLECHT-2,3
TUM_ICD10_3ST-C90,BERJ-2001,BUNDESLAND-8,GESCHLECHT-1,7
